3;Magischer Kreis;Level 3 Bannmagie;1 min;3 m;V, G, M;1 h;"(Salz und Silberpulver im Wert von über 100 Goldstücken, die der Zauber verbraucht) Du erschaffst einen Zylinder aus magischer Energie10-foot mit einem Radius von - und 20-footeiner Höhe von -, dessen Mittelpunkt ein Punkt auf dem Boden ist, den du innerhalb der Reichweite sehen kannst. Leuchtende Runen erscheinen überall dort, wo der Zylinder den Boden oder eine andere Oberfläche berührt.<br><br>Wähle eine oder mehrere der folgenden Kreaturenarten aus: Himmlische Wesen, Elementare, Feen, Dämonen oder Untote. Der Kreis wirkt sich auf eine Kreatur der gewählten Art wie folgt aus:<br><br>Die Kreatur kann den Zylinder nicht freiwillig auf nichtmagische Weise betreten. Versucht die Kreatur dies mittels Teleportation oder interplanarer Reise, muss sie zunächst einen CHA-Rettungswurf bestehen. Die Kreatur hat Nachteil bei Angriffswürfen gegen Ziele innerhalb des Zylinders. Ziele innerhalb des Zylinders können von der Kreatur nicht besessen werden und erhalten von ihr auch nicht den Zustand „Verzaubert"" oder „Verängstigt"".<br><br>Jedes Mal, wenn du diesen Zauber wirkst, kannst du bewirken, dass seine Magie in umgekehrter Richtung wirkt, wodurch verhindert wird, dass eine Kreatur des angegebenen Typs den Zylinder verlässt, und Ziele außerhalb des Zylinders geschützt werden.<br><br><b>Auf höheren Level gewirkt:</b>Die Dauer verlängert sich um 1 Stunde pro Zauberslot-Stufe über 3.";Kleriker, Paladin, Hexenmeister, Magier;
3;Hauptbild;Level 3 Illusionsmagie;1 Aktion;36 m;V, G, M;Konzentration, bis zu 10 min;(ein Stück Fleece) Du erschaffst das Abbild eines Gegenstands, eines Wesens oder eines anderen sichtbaren Phänomens, das nicht größer ist als ein20-footWürfel. Das Abbild erscheint an einer Stelle, die du innerhalb der Reichweite sehen kannst, und bleibt für die gesamte Dauer bestehen. Es wirkt real, einschließlich Geräuschen, Gerüchen und einer Temperatur, die dem dargestellten Objekt entsprechen, kann jedoch weder Schaden zufügen noch Zustände hervorrufen.<br><br>Befindest du dich innerhalb der Reichweite der Illusion, kannst du eine magische Aktion ausführen, um das Bild an einen beliebigen anderen Ort innerhalb der Reichweite zu bewegen. Während das Bild seinen Standort wechselt, kannst du sein Aussehen so verändern, dass seine Bewegungen für das Bild natürlich wirken. Wenn du beispielsweise das Bild einer Kreatur erschaffst und es bewegst, kannst du das Bild so verändern, dass es den Anschein hat, als würde es gehen. Ebenso kannst du die Illusion dazu bringen, zu unterschiedlichen Zeitpunkten unterschiedliche Geräusche von sich zu geben, oder sie sogar dazu bringen, ein Gespräch zu führen.<br><br>Durch physischen Kontakt mit dem Bild wird deutlich, dass es sich um eine Illusion handelt, da Gegenstände es durchdringen können. Eine Kreatur, die eine Untersuchungsaktion durchführt, um das Bild zu untersuchen, kann durch einen erfolgreichen Intelligenz-Probe (Untersuchung) gegen deinen Zauber-Rettungswurf-DC feststellen, dass es sich um eine Illusion handelt. Erkennt eine Kreatur die Illusion als solche, kann sie durch das Bild hindurchsehen, und dessen sonstige sensorische Eigenschaften werden für sie nur noch schwach wahrnehmbar.<br><br><b>Auf höheren Level gewirkt:</b>Der Zauber hält so lange an, bis er gebannt wird, ohne dass Konzentration erforderlich ist, sofern er mit einem Zauberslot der Stufe 4 oder höher gewirkt wird.;Barde, Zauberer, Hexenmeister, Magier;
3;Wort der Massenheilung;Level 3 Bannmagie;1 Bonus Aktion;18 m;V;Unmittelbar;Bis zu sechs Kreaturen deiner Wahl, die du innerhalb der Reichweite sehen kannst, erhalten Lebenspunkte in Höhe von2d4 plus deinem Modifikator für die Zauberkunst zurück.<br><br><b>Auf höheren Level gewirkt:</b>Die Heilung erhöht sich um1d4 pro Zauberslot-Stufe über 3.;Barde, Kleriker;
3;Zu Stein werden;Level 3 Verwandlungsmagie;1 Aktion or Ritual;Berührung;V, G;8 h;"Du trittst in ein steinernes Objekt oder eine steinerne Fläche ein, die groß genug ist, deinen Körper vollständig aufzunehmen, und verschmilzt für die Dauer des Zaubers mit dem Stein und deiner Ausrüstung. Dazu musst du den Stein berühren. Nichts von deiner Anwesenheit bleibt sichtbar oder ist auf andere Weise mit nichtmagischen Sinnen wahrnehmbar.<br><br>Solange du mit dem Stein verschmolzen bist, kannst du nicht sehen, was außerhalb des Steins geschieht, und alle Weisheits- (Wahrnehmungs-)Proben, die du durchführst, um Geräusche von außerhalb wahrzunehmen, werden mit Nachteil gewertet. Du behältst das Zeitgefühl bei und kannst Zauber auf dich selbst wirken, während du mit dem Stein verschmolzen bist. Du kannst eine Bewegung nutzen5 feet, um den Stein an der Stelle zu verlassen, an der du ihn betreten hast; dadurch endet der Zauber. Ansonsten kannst du dich nicht bewegen.<br><br>Leichte physische Beschädigungen des Steins schaden dir nicht, doch seine teilweise Zerstörung oder eine Veränderung seiner Form (soweit du nicht mehr hineinpasst) wirft dich hinaus und fügt dir6d6 Kraftschaden zu. Die vollständige Zerstörung des Steins (oder seine Umwandlung in eine andere Substanz) vertreibt dich und fügt dir 50 Kraftschaden zu. Wenn du vertrieben wirst, bewegst du dich auf das unbesetzte Feld, das deinem ursprünglichen Einstiegspunkt am nächsten liegt, und erhältst den Zustand „Liegend"".";Kleriker, Druide, Waldläufer;
3;Nichtnachweis;Level 3 Bannmagie;1 Aktion;Berührung;V, G, M;8 h;(eine Prise Diamantstaub im Wert von mindestens 25 Goldstücken, die der Zauber verbraucht) Für die Dauer des Zaubers verbirgst du ein Ziel, das du berührst, vor Wahrsagezaubern. Das Ziel kann eine willige Kreatur sein oder ein Ort bzw. ein Gegenstand, der in keiner 10 feetDimension größer ist als [...]. Das Ziel kann nicht von Wahrsagezaubern erfasst oder durch magische Spähgeräte wahrgenommen werden.;Barde, Waldläufer, Magier;
3;Phantom-Ross;Level 3 Illusionsmagie;1 min oder Ritual;9 m;V, G;1 h;Ein großes, fast echt wirkendes, pferdeähnliches Wesen erscheint auf dem Boden an einem freien Ort deiner Wahl innerhalb der Reichweite. Du bestimmst das Aussehen des Wesens, und es ist mit einem Sattel, einem Gebiss und einem Zaumzeug ausgestattet. Jede durch den Zauber erzeugte Ausrüstung löst sich in einer Rauchwolke auf, wenn sie mehr als10 feet Meter vom Reittier entfernt getragen wird.<br><br>Für die Dauer des Zaubers kannst du oder eine Kreatur deiner Wahl auf dem Ross reiten. Das Ross entspricht dem Datenblock für Reitpferde (siehe Anhang B), hat jedoch eine Geschwindigkeit von100 feet und legt13 miles pro Stunde zurück. Wenn der Zauber endet, löst sich das Ross allmählich auf, wobei der Reiter 1 min Zeit hat, abzusteigen. Der Zauber endet vorzeitig, wenn das Ross Schaden erleidet.;Magier;
3;Pflanzenwachstum;Level 3 Verwandlungsmagie;1 Aktion (Überwucherung) oder 8 Stunden (Anreicherung);45 m;V, G;Unmittelbar;"Dieser Zauber leitet Lebenskraft in Pflanzen. Die von dir gewählte Wirkzeit bestimmt, ob der Zauber den unten beschriebenen Effekt „Überwucherung"" oder „Anreicherung"" hat.<br><br>„Überwucherung"". Wähle einen Punkt innerhalb der Reichweite. Alle normalen Pflanzen in einer Kugel mit dem100-foot Radius S, deren Mittelpunkt dieser Punkt ist, werden dicht und überwuchert. Eine Kreatur, die sich durch diesen Bereich bewegt, muss für jeden1 footSchritt, den sie zurücklegt, 4 feetBewegungspunkte aufwenden. Du kannst einen oder mehrere Bereiche beliebiger Größe innerhalb des Wirkungsbereichs des Zaubers von der Wirkung ausnehmen.<br><br>Anreicherung. Alle Pflanzen in einem Umkreis von einer halben Meile um einen Punkt innerhalb der Reichweite werden für 365 Tage angereichert. Die Pflanzen liefern bei der Ernte die doppelte Menge an Nahrung. Sie können pro Jahr nur von einem einzigen Pflanzenwachstum profitieren.";Barde, Druide, Waldläufer;
3;Schutz vor Energie;Level 3 Bannmagie;1 Aktion;Berührung;V, G;Konzentration, bis zu 1 h;Für die Dauer dieser Wirkung erhält das willige Wesen, das du berührst, Widerstand gegen eine Schadensart deiner Wahl: Säure, Kälte, Feuer, Blitz oder Donner.;Artificer, Kleriker, Druide, Waldläufer, Zauberer, Magier;
3;Fluch aufheben;Level 3 Bannmagie;1 Aktion;Berührung;V, G;Unmittelbar;Durch deine Berührung werden alle Flüche aufgehoben, die auf eine Kreatur oder einen Gegenstand wirken. Handelt es sich bei dem Gegenstand um einen verfluchten magischen Gegenstand, bleibt dessen Fluch bestehen, doch der Zauber bricht die Einstimmung seines Besitzers auf den Gegenstand, sodass dieser entfernt oder weggeworfen werden kann.;Kleriker, Paladin, Hexenmeister, Magier;
3;Wiederbeleben;Level 3 Nekromantie;1 Aktion;Berührung;V, G, M;Unmittelbar;(ein Diamant im Wert von über 300 Goldstücken, den der Zauber verbraucht) Du berührst eine Kreatur, die innerhalb der letzten Minute gestorben ist. Diese Kreatur erwacht mit 1 Trefferpunkt wieder zum Leben. Dieser Zauber kann keine Kreatur wiederbeleben, die an Altersschwäche gestorben ist, und er stellt auch keine fehlenden Körperteile wieder her.;Artificer, Kleriker, Druide, Paladin, Waldläufer;
3;Senden;Level 3 Erkenntnismagie;1 Aktion;Unbegrenzt;V, G, M;Unmittelbar;(ein Kupferdraht) Du sendest eine kurze Nachricht von höchstens 25 Wörtern an eine Kreatur, die du kennengelernt hast, oder an eine Kreatur, die dir von jemandem beschrieben wurde, der sie kennengelernt hat. Das Ziel hört die Nachricht in seinem Kopf, erkennt dich als Absender, falls es dich kennt, und kann Unmittelbar auf dieselbe Weise antworten. Der Zauber ermöglicht es den Zielen, den Inhalt deiner Nachricht zu verstehen.<br><br>Du kannst die Nachricht über jede Entfernung hinweg und sogar in andere Existenzebenen senden, aber wenn sich das Ziel auf einer anderen Ebene befindet als du, besteht eine Wahrscheinlichkeit von 5 Prozent, dass die Nachricht nicht ankommt. Du erfährst, wenn die Zustellung fehlschlägt.<br><br>Sobald eine Kreatur deine Nachricht erhält, kann sie 8 Stunden lang verhindern, dass du sie mit diesem Zauber erneut erreichst. Versuchst du während dieser Zeit, eine weitere Nachricht zu senden, erfährst du, dass du blockiert bist, und der Zauber schlägt fehl.;Barde, Kleriker, Magier;
3;Graupelsturm;Level 3 Beschwörung;1 Aktion;45 m;V, G, M;Konzentration, bis zu 1 min;"(ein Miniaturregenschirm) Bis zum Ende des Zaubers fällt Graupel in einem Zylinder mit 40-footder Höhe von [H] und20-foot dem Radius von [R], dessen Mittelpunkt ein von dir gewählter Punkt innerhalb der Reichweite ist. Der Bereich ist stark verdeckt, und offene Flammen in diesem Bereich werden gelöscht.<br><br>Der Boden im Zylinder ist unwegsames Gelände. Wenn eine Kreatur in einem Zug zum ersten Mal den Zylinder betritt oder ihren Zug dort beginnt, muss sie einen DEX-Rettungswurf bestehen; andernfalls erhält sie den Zustand „am Boden liegend"" und verliert ihre Konzentration.";Druide, Zauberer, Magier;
3;Langsam;Level 3 Verwandlungsmagie;1 Aktion;36 m;V, G, M;Konzentration, bis zu 1 min;(ein Tropfen Melasse) Du veränderst die Zeit für bis zu sechs Kreaturen deiner Wahl in einem40-footWürfel innerhalb der Reichweite. Jedes Ziel muss einen WIS-Rettungswurf bestehen, sonst wirkt dieser Zauber für die gesamte Dauer auf es.<br><br>Die Geschwindigkeit eines betroffenen Ziels wird halbiert, es erhält einen Malus von -2 auf seine RK und seine Geschicklichkeits-Rettungswürfe und kann keine Reaktionen ausführen. In seinen Runden kann es entweder eine Aktion oder eine Bonus Aktion ausführen, nicht beides, und es kann nur einen Angriff ausführen, wenn es die Angriffsaktion wählt. Wenn es einen Zauber mit einer somatischen Komponente wirkt, besteht eine 25-prozentige Chance, dass der Zauber fehlschlägt, da das Ziel die Zaubergesten zu langsam ausführt.<br><br>Ein betroffenes Ziel wiederholt den Rettungswurf am Ende jedes seiner Züge und beendet den Zauber auf sich selbst, wenn der Wurf gelingt.;Barde, Zauberer, Magier;
3;Mit den Toten sprechen;Level 3 Nekromantie;1 Aktion;3 m;V, G, M;10 min;(Weihrauch verbrennen) Du verliehst einer Leiche deiner Wahl innerhalb der Reichweite den Anschein von Leben, sodass sie deine Fragen beantworten kann. Die Leiche muss einen Mund haben, und der Zauber schlägt fehl, wenn die verstorbene Kreatur zum Zeitpunkt ihres Todes Untoter war. Der Zauber schlägt ebenfalls fehl, wenn die Leiche in den letzten 10 Tagen bereits Ziel dieses Zaubers war.<br><br>Bis zum Ende des Zaubers kannst du der Leiche bis zu fünf Fragen stellen. Die Leiche weiß nur das, was sie zu Lebzeiten wusste, einschließlich der Sprachen, die sie beherrschte. Die Antworten sind meist kurz, kryptisch oder repetitiv, und die Leiche ist nicht verpflichtet, eine wahrheitsgemäße Antwort zu geben, wenn du ihr feindlich gesinnt bist oder sie dich als Feind erkennt. Dieser Zauber bringt nicht die Seele der Kreatur in ihren Körper zurück, sondern nur ihren belebenden Geist. Daher kann die Leiche keine neuen Informationen aufnehmen, versteht nichts von dem, was seit ihrem Tod geschehen ist, und kann keine Vermutungen über zukünftige Ereignisse anstellen.;Barde, Kleriker, Magier;
3;Mit Pflanzen sprechen;Level 3 Verwandlungsmagie;1 Aktion;Selbst;V, G;10 min;Du verleihst Pflanzen in einer unbeweglichen30-footEmanation ein gewisses Maß an Empfindungsfähigkeit und Lebendigkeit, wodurch sie mit dir kommunizieren und deinen einfachen Befehlen folgen können. Du kannst Pflanzen zu Ereignissen befragen, die sich im Wirkungsbereich des Zaubers im Laufe des vergangenen Tages zugetragen haben, und so Informationen über vorbeikommende Wesen, das Wetter und andere Umstände erhalten.<br><br>Du kannst außerdem durch Pflanzenbewuchs (wie Dickicht und Unterholz) verursachtes schwieriges Gelände für die Dauer des Zaubers in normales Gelände verwandeln. Oder du kannst normales Gelände, auf dem Pflanzen wachsen, für die Dauer des Zaubers in schwieriges Gelände verwandeln.<br><br>Der Zauber ermöglicht es den Pflanzen zwar nicht, sich selbst zu entwurzeln und sich fortzubewegen, aber sie können ihre Äste, Ranken und Stängel für dich bewegen.<br><br>Befindet sich eine Pflanzenkreatur in der Nähe, kannst du mit ihr kommunizieren, als ob ihr eine gemeinsame Sprache hättet.;Barde, Druide, Waldläufer;
3;Geistwächter;Level 3 Beschwörung;1 Aktion;Selbst;V, G, M;Konzentration, bis zu 10 min;(eine Gebetsrolle) Schutzgeister umschwirren dich während der gesamten Wirkungsdauer in einer15-footEmanation. Wenn du gut oder neutral bist, erscheinen sie in ihrer geisterhaften Gestalt engelhaft oder feenhaft (nach deiner Wahl). Wenn du böse bist, erscheinen sie teuflisch.<br><br>Wenn du diesen Zauber wirkst, kannst du Kreaturen bestimmen, die davon unberührt bleiben. Die Geschwindigkeit aller anderen Kreaturen wird innerhalb der Ausstrahlung halbiert, und immer wenn die Ausstrahlung das Feld einer Kreatur betritt und immer wenn eine Kreatur die Ausstrahlung betritt oder dort ihren Zug beendet, muss die Kreatur einen WIS-Rettungswurf durchführen. Bei einem misslungenen Rettungswurf erleidet die 3d8Kreatur Strahlungsschaden (wenn du gut oder neutral bist) oder3d8Nekrotischen Schaden (wenn du böse bist). Bei einem erfolgreichen Rettungswurf erleidet die Kreatur nur die Hälfte des Schadens. Eine Kreatur darf diesen Rettungswurf nur einmal pro Zug ausführen.<br><br><b>Auf höheren Level gewirkt:</b>Der Schaden erhöht sich um1d8 pro Zauberslot-Stufe über 3.;Kleriker;
3;Stinkende Wolke;Level 3 Beschwörung;1 Aktion;27 m;V, G, M;Konzentration, bis zu 1 min;"(ein faules Ei) Du erschaffst eine Kugel aus gelbem, übelriechendem20-foot Gas mit einem Radius von [Radius], deren Mittelpunkt an einem Punkt innerhalb der Reichweite liegt. Die Wolke bietet starke Sichtbehinderung. Die Wolke verweilt so lange in der Luft, wie der Zauber wirkt, oder bis ein starker Wind (wie beispielsweise der durch „Windstoß"" erzeugte) sie zerstreut.<br><br>Jede Kreatur, die ihren Zug in der Sphäre beginnt, muss einen Konstitutionsrettungswurf bestehen, andernfalls leidet sie bis zum Ende des aktuellen Zuges unter dem Zustand „Vergiftet"". Solange sie auf diese Weise vergiftet ist, kann die Kreatur keine Aktion und keine Bonus Aktion ausführen.";Barde, Zauberer, Magier;
3;Feen beschwören;Level 3 Beschwörung;1 Aktion;27 m;V, G, M;Konzentration, bis zu 1 h;"(eine vergoldete Blume im Wert von 300+ GP) Du beschwörst einen Feengeist. Er manifestiert sich an einer freien Stelle, die du innerhalb der Reichweite sehen kannst, und verwendet den Statusblock „Feengeist"". Wenn du den Zauber wirkst, wähle eine Stimmung: wütend, fröhlich oder schelmisch. Die Kreatur ähnelt einer Feenkreatur deiner Wahl, die durch die gewählte Stimmung geprägt ist, welche bestimmte Details in ihrem Statusblock bestimmt. Die Kreatur verschwindet, wenn ihre TP auf 0 sinken oder wenn der Zauber endet.<br><br>Die Kreatur ist ein Verbündeter von dir und deinen Verbündeten. Im Kampf teilt sich die Kreatur deine Initiative, ist jedoch unmittelbar nach dir an der Reihe. Sie befolgt deine verbalen Befehle (ohne dass du dafür eine Aktion aufwenden musst). Wenn du keine Befehle erteilst, führt sie die Aktion „Ausweichen"" aus und nutzt ihre Bewegung, um Gefahren auszuweichen.<br><br><b>Auf höheren Level gewirkt:</b>Verwende die Stufe des Zauberslots als Stufe des Zaubers im Charakterblatt.<br><br>Feengeist - Kleine Fee, neutral Rüstungsklasse: 12 + Zauberstufe TP: 30 + 10 pro Zauberstufe über 3 Geschwindigkeit: 9 m., Fliegen 9 m. STÄ (Mod / Rett) GES (Mod / Rett) KON (Mod / Rett) INT (Mod / Rett) WEIS (Mod / Rett) CHA (Mod / Rett) 13 (+1 / +1) 16 (+3 / +3) 14 (+2 / +2) 14 (+2 / +2) 11 (+0 / +0) 16 (+3 / +3) Immunitäten: Verzaubert Sinne: Dunkelvision 18 m., Passive Wahrnehmung 10 Sprachen: Sylvanisch, versteht die Sprachen, die du kennst Herausforderungsgrad: Keiner (XP 0; PB entspricht deinem Fertigkeitsbonus) Aktionen Mehrfachangriff. Der Geist führt eine Anzahl an Fey-Blade-Angriffen durch, die der Hälfte der Stufe dieses Zaubers entspricht (abgerundet). Fey-Blade. Nahkampfangriffswurf: Der Bonus entspricht deinem Zauberangriffsmodifikator, Reichweite 1,5 m. Treffer:2W6 + 3 + die Stufe des Zaubers Kraftschaden. Bonusaktionen Feenschritt. Der Geist teleportiert sich magisch bis zu30 feet zu einem unbesetzten Feld, das er sehen kann. Dann tritt einer der folgenden Effekte ein, je nach der gewählten Stimmung des Geistes: Wütend. Der Geist erhält Vorteil auf seinen nächsten Angriffswurf, den er vor Ende dieses Zuges ausführt. Fröhlich. WIS-Rettungswurf: SG entspricht deinem Zauber-Rettungs-DC, eine Kreatur, die der Geist innerhalb10 feetvon um sich herum sehen kann. Fehlschlag: Das Ziel wird von dir und dem Geist für 1 min oder bis das Ziel Schaden erleidet, bezaubert. Listig. Der Geist füllt einen10-foot Würfel innerhalb5 feetvon um sich herum mit magischer Dunkelheit, die bis zum Ende seines nächsten Zuges anhält.";Druide, Waldläufer, Hexenmeister, Magier;
